SBD,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?,Mã NN,,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?
35009588,5.6,-1,-1,-1,7,7,8,6.5,2.4,N1,,,,,,,,,,
35009589,8.2,6.25,8.5,8,-1,-1,-1,7.25,6.8,N1,,,,,,,,,,
35009590,8.2,8.5,8.25,3,-1,-1,-1,-1,-1,none,,,,,,,,,,
35009591,8.8,-1,-1,-1,7.25,7,8.25,8.25,9.8,N1,,,,,,,,,,
35009592,6.8,-1,-1,-1,6.25,6,8,4.75,4.6,N1,,,,,,,,,,
35009593,8.2,8.25,5,3.75,-1,-1,-1,6.5,7.2,N1,,,,,,,,,,
35009594,8.8,8.75,6.75,4.5,-1,-1,-1,6.25,9.2,N1,,,,,,,,,,
35009595,7.4,-1,-1,-1,6.75,7,8.5,8.25,5.4,N1,,,,,,,,,,
35009596,8.2,5.75,8,3.25,-1,-1,-1,7.25,4.4,N1,,,,,,,,,,
35009597,5.6,-1,-1,-1,5.75,6.5,7.5,6.25,4.2,N1,,,,,,,,,,
35009598,8,-1,-1,-1,6.75,6.5,8,8,4.2,N1,,,,,,,,,,
35009599,8.8,6.75,8.5,5,-1,-1,-1,6.5,8.4,N1,,,,,,,,,,
35009600,8.2,8.25,6,3.25,-1,-1,-1,6.5,7.6,N1,,,,,,,,,,
35009601,7,-1,-1,-1,5,5.5,7.5,7,4.8,N1,,,,,,,,,,
35009602,5,-1,-1,-1,5.5,6.25,-1,5.75,-1,none,,,,,,,,,,
35009603,8,7.75,4.5,4.5,-1,-1,-1,6.75,4.6,N1,,,,,,,,,,
35009604,6.4,-1,-1,-1,8.75,8,9.75,8.25,5.2,N1,,,,,,,,,,
35009605,6.6,-1,-1,-1,7.5,8,9.5,6.66,7,N1,,,,,,,,,,
35009606,8.6,-1,-1,-1,6.25,7.25,8.75,9,7.8,N1,,,,,,,,,,
35009607,2.8,-1,-1,-1,7,6,6,8.5,3,N1,,,,,,,,,,
35009608,6,-1,-1,-1,5,6,-1,5.5,-1,none,,,,,,,,,,
35009609,6.2,-1,-1,-1,5.75,6.25,6.25,7,5,N1,,,,,,,,,,
35009610,4.2,-1,-1,-1,7.25,6.25,-1,5.25,-1,none,,,,,,,,,,
35009611,7.2,-1,-1,-1,5.25,6,6.75,7.5,3.8,N1,,,,,,,,,,
35009612,6.2,-1,-1,-1,6.75,5.75,8.75,8.25,6.6,N1,,,,,,,,,,
35009613,8.8,-1,-1,-1,8.5,8,8.25,8.75,8.4,N1,,,,,,,,,,
35009614,6.6,-1,-1,-1,5,6.25,8,6.5,6.2,N1,,,,,,,,,,
35009615,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35009616,4.4,-1,-1,-1,3.75,5.5,5.5,6.25,6,N1,,,,,,,,,,
35009617,3.4,-1,-1,-1,4.75,7,-1,5,2.6,N1,,,,,,,,,,
35009618,5.4,-1,-1,-1,3.25,5.75,-1,4.5,-1,none,,,,,,,,,,
35009619,4.4,-1,-1,-1,6.75,7.25,-1,5.75,-1,none,,,,,,,,,,
35009620,3.8,-1,-1,-1,5.5,5.75,7.25,7.5,3.4,N1,,,,,,,,,,
35009621,3.8,-1,-1,-1,5.5,4.25,-1,6.25,-1,none,,,,,,,,,,
35009622,6.8,-1,-1,-1,6.75,7,7.75,7,2.8,N1,,,,,,,,,,
35009623,8,-1,-1,-1,6.5,6,6.75,7.5,5.8,N1,,,,,,,,,,
35009624,4.8,-1,-1,-1,4,5.25,-1,4.5,-1,none,,,,,,,,,,
35009625,7.8,-1,-1,-1,8,7.75,9.5,7,3.4,N1,,,,,,,,,,
35009626,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35009627,7.2,3.75,4.75,2.75,-1,-1,-1,5.44,-1,none,,,,,,,,,,
35009628,4.8,3.25,2.75,4.25,-1,-1,-1,5.25,4,N1,,,,,,,,,,
35009629,4.6,-1,-1,-1,6.5,6,-1,6,-1,none,,,,,,,,,,
35009630,7,-1,-1,-1,7.25,7.25,9.25,8,3.2,N1,,,,,,,,,,
35009631,7,-1,-1,-1,6.5,7.5,-1,5.75,-1,none,,,,,,,,,,
35009632,6.4,-1,-1,-1,4.25,7,8,5,5.4,N1,,,,,,,,,,
35009633,9,7.75,7.5,5.5,-1,-1,-1,8.75,8.6,N1,,,,,,,,,,
35009634,6,-1,-1,-1,5.5,5.75,7.25,6.5,4.4,N1,,,,,,,,,,
35009635,5.6,-1,-1,-1,3.5,6.25,-1,6,-1,none,,,,,,,,,,
35009636,3.6,-1,-1,-1,2.75,3.5,-1,6.25,-1,none,,,,,,,,,,
35009637,7,-1,-1,-1,7.5,7.75,8,7.25,4.2,N1,,,,,,,,,,
35009638,9,8.25,7.75,5.75,-1,-1,-1,7.75,9,N1,,,,,,,,,,
35009639,6.4,-1,-1,-1,7.5,7.5,8.75,4.75,6.2,N1,,,,,,,,,,
35009640,8.6,5.25,6.25,3.5,-1,-1,-1,7.5,3.4,N1,,,,,,,,,,
35009641,7.4,-1,-1,-1,6.75,6.75,8.5,7.75,6,N1,,,,,,,,,,
35009642,6,-1,-1,-1,5.25,5.25,7.5,8.25,4,N1,,,,,,,,,,
35009643,6.2,-1,-1,-1,8.75,8.75,9.25,8.25,5.2,N1,,,,,,,,,,
35009644,7,-1,-1,-1,8.5,7.75,9.5,5.25,4,N1,,,,,,,,,,
35009645,6.6,-1,-1,-1,6.25,6.5,8.75,8.5,8.4,N1,,,,,,,,,,
35009646,7.4,-1,-1,-1,7.75,8,8.75,8,2.2,N1,,,,,,,,,,
35009647,7.2,7.25,6.75,4.75,-1,-1,-1,8.5,6.8,N1,,,,,,,,,,
35009648,6.4,6.5,6.75,5.25,-1,-1,-1,7.5,5.4,N1,,,,,,,,,,
35009649,5,-1,-1,-1,4.25,5,6.25,7.25,3.6,N1,,,,,,,,,,
35009650,7.4,5.75,3.5,4.5,-1,-1,-1,5.5,4.4,N1,,,,,,,,,,
35009651,6.8,-1,-1,-1,6.75,6,6.5,6.75,3.4,N1,,,,,,,,,,
35009652,7,-1,-1,-1,6,7.75,8.5,6.75,5.2,N1,,,,,,,,,,
35009653,7.8,-1,-1,-1,6.75,6,8.5,9.5,5.8,N1,,,,,,,,,,
35009654,5.2,-1,-1,-1,8.5,5.25,5.25,7.25,2.8,N1,,,,,,,,,,
35009655,5.2,-1,-1,-1,8.75,8,8.5,9.25,5.2,N1,,,,,,,,,,
35009656,7.4,-1,-1,-1,8.25,7.25,9.75,7.25,6.6,N1,,,,,,,,,,
35009657,5.6,5.5,6.5,5,-1,-1,-1,6,3.8,N1,,,,,,,,,,
35009658,8.4,6,7,5.75,-1,-1,-1,6.25,5.8,N1,,,,,,,,,,
35009659,6,-1,-1,-1,8.5,9,9,8.5,7.4,N1,,,,,,,,,,
35009660,7.4,-1,-1,-1,7.25,6.75,7.75,6.75,4.4,N1,,,,,,,,,,
35009661,6.8,-1,-1,-1,7.5,7.25,8.25,7.75,6,N1,,,,,,,,,,
35009662,6.6,-1,-1,-1,6.5,8.25,9,7.5,4.8,N1,,,,,,,,,,
35009663,4.2,-1,-1,-1,6.25,7.5,8.25,7.25,4,N1,,,,,,,,,,
35009664,6.8,-1,-1,-1,6.25,6.5,8,7.5,3.6,N1,,,,,,,,,,
35009665,5.8,-1,-1,-1,6,6,8.25,6.5,3,N1,,,,,,,,,,
35009666,6.2,-1,-1,-1,7.75,7.5,7.5,5.5,3.8,N1,,,,,,,,,,
35009667,7.8,-1,-1,-1,8,8.5,8.5,8.5,3.8,N1,,,,,,,,,,
35009668,7.6,7.5,7.75,7,-1,-1,-1,6.75,3.8,N1,,,,,,,,,,
35009669,6.4,5.75,7,3,-1,-1,-1,6.75,4.8,N1,,,,,,,,,,
35009670,6.2,-1,-1,-1,5.75,8,7.5,6.25,5.4,N1,,,,,,,,,,
35009671,6.2,-1,-1,-1,7.25,7,9,9,5.8,N1,,,,,,,,,,
35009672,6.6,-1,-1,-1,6.5,6.5,7.25,8,4.6,N1,,,,,,,,,,
35009673,4,-1,-1,-1,6,5.75,6.75,7,3.6,N1,,,,,,,,,,
35009674,4.6,-1,-1,-1,5.75,6.25,7,6.75,3,N1,,,,,,,,,,
35009675,7.6,6.5,8,4.25,-1,-1,-1,6,2.8,N1,,,,,,,,,,
35009676,4.6,-1,-1,-1,6.5,7.25,8.25,4.25,3,N1,,,,,,,,,,
35009677,4,-1,-1,-1,6,6.5,7.5,6.25,5,N1,,,,,,,,,,
35009678,7.2,-1,-1,-1,6.25,7.75,8,5,3.4,N1,,,,,,,,,,
35009679,6,7.75,7.75,6,-1,-1,-1,5.75,2.8,N1,,,,,,,,,,
35009680,6.4,-1,-1,-1,6.5,7.75,9.25,7,2.8,N1,,,,,,,,,,
35009681,8.6,6.75,7.5,5.5,-1,-1,-1,7.25,3,N1,,,,,,,,,,
35009682,6.8,-1,-1,-1,7,7,8,6,2.4,N1,,,,,,,,,,
35009683,5.2,-1,-1,-1,7.25,6.75,8.5,6,2,N1,,,,,,,,,,
35009684,7.6,7,7.5,4.5,-1,-1,-1,6.5,2.2,N1,,,,,,,,,,
35009685,5.6,-1,-1,-1,5.25,7.5,7.75,7.5,4.2,N1,,,,,,,,,,
35009686,8,6.75,7.75,4.25,-1,-1,-1,6.25,4,N1,,,,,,,,,,
35009687,7.8,-1,-1,-1,8.5,6.75,9.25,9.25,8.8,N1,,,,,,,,,,
35009688,6.4,-1,-1,-1,9.25,8,9.25,7.75,3.6,N1,,,,,,,,,,
35009689,6,-1,-1,-1,7.5,6.75,8,7.5,4.4,N1,,,,,,,,,,
35009690,5.8,-1,-1,-1,7.75,7,9,8.75,3.2,N1,,,,,,,,,,
35009691,6.6,5,6.25,4.5,-1,-1,-1,7.25,3,N1,,,,,,,,,,
35009692,7,-1,-1,-1,7.75,6.5,7.75,6.08,3,N1,,,,,,,,,,
35009693,7.6,-1,-1,-1,7.75,8,8.5,8.5,6.4,N1,,,,,,,,,,
35009694,7.6,-1,-1,-1,6.5,5.75,8.5,8.25,7.8,N1,,,,,,,,,,
35009695,7.8,-1,-1,-1,5.75,7.25,8.5,6.5,4.8,N1,,,,,,,,,,
35009696,6,-1,-1,-1,7.75,7,8.25,5.25,4,N1,,,,,,,,,,
35009697,7.4,-1,-1,-1,7.5,5.75,9,6.25,3.8,N1,,,,,,,,,,
35009698,5.6,-1,-1,-1,6.25,6.25,7,7.25,2.6,N1,,,,,,,,,,
35009699,8,-1,-1,-1,5.75,6.5,7.5,6,3.2,N1,,,,,,,,,,
35009700,7.4,-1,-1,-1,7.25,8,7.5,7,4,N1,,,,,,,,,,
35009701,7,-1,-1,-1,7.5,7,8.5,6.5,4,N1,,,,,,,,,,
35009702,8,-1,-1,-1,5.5,8,8.25,8.5,5.2,N1,,,,,,,,,,
35009703,7.4,7.25,8.75,5.5,-1,-1,-1,7.5,6.6,N1,,,,,,,,,,
35009704,7.2,-1,-1,-1,3.25,6.25,6,6.75,7,N1,,,,,,,,,,
35009705,6.2,6.5,6.5,4.5,-1,-1,-1,6,2.8,N1,,,,,,,,,,
35009706,6.8,5.25,6,3.75,-1,-1,-1,7,2.4,N1,,,,,,,,,,
35009707,5.8,-1,-1,-1,8.75,8,9,8.25,4.6,N1,,,,,,,,,,
35009708,7.8,-1,-1,-1,9.75,8.75,8,8.5,5.8,N1,,,,,,,,,,
35009709,5.2,-1,-1,-1,5.75,5.75,6.5,6.25,5.6,N1,,,,,,,,,,
35009710,7,-1,-1,-1,6,7.75,8.5,8,9.6,N4,,,,,,,,,,
35009711,8.2,8.5,8.25,6.25,-1,-1,-1,8.5,5.4,N1,,,,,,,,,,
35009712,7,-1,-1,-1,7,6.5,6.75,7.5,4.2,N1,,,,,,,,,,
35009713,7.8,-1,-1,-1,9,8,9,8.5,4.4,N1,,,,,,,,,,
35009714,5.4,-1,-1,-1,7.75,6.75,7,7.75,6,N1,,,,,,,,,,
35009715,4,-1,-1,-1,7.5,5.75,7.75,6.5,5,N1,,,,,,,,,,
35009716,7.2,7.25,8.25,4.75,-1,-1,-1,5.75,5.2,N1,,,,,,,,,,
35009717,7.2,6.25,8.25,4.75,-1,-1,-1,8,6.2,N1,,,,,,,,,,
35009718,6.4,-1,-1,-1,9.25,8.5,9.25,8.25,5,N1,,,,,,,,,,
35009719,5.6,-1,-1,-1,8.5,9,8.5,6.5,3.2,N1,,,,,,,,,,
35009720,6.6,-1,-1,-1,6,8,6,6,4.4,N1,,,,,,,,,,
35009721,5.8,-1,-1,-1,8.25,7.5,8.5,6.5,3.6,N1,,,,,,,,,,
35009722,6.2,-1,-1,-1,6.75,6.5,8.25,6.5,4.8,N1,,,,,,,,,,
35009723,7.4,6,8,5.75,-1,-1,-1,4.25,4,N1,,,,,,,,,,
35009724,7.8,-1,-1,-1,7.5,7,8.5,7.5,3.6,N1,,,,,,,,,,
35009725,8.2,7.25,8.25,5.75,-1,-1,-1,8,4.8,N1,,,,,,,,,,
35009726,5.2,4,5.25,4.5,-1,-1,-1,7.25,4.8,N1,,,,,,,,,,
35009727,6.8,-1,-1,-1,8.5,8.25,8.75,7.5,3.2,N1,,,,,,,,,,
35009728,5.8,-1,-1,-1,6,8.5,7.5,8,5.8,N1,,,,,,,,,,
35009729,6.8,-1,-1,-1,8,8.25,9.5,8.25,6,N1,,,,,,,,,,
35009730,7,-1,-1,-1,7.25,8,8.75,7.25,4.2,N1,,,,,,,,,,
35009731,3,-1,-1,-1,5.5,8.5,7.75,6.75,1.8,N1,,,,,,,,,,
35009732,4.8,-1,-1,-1,7.25,6.75,7.75,7.5,3.8,N1,,,,,,,,,,
35009733,5.8,-1,-1,-1,9.25,8.75,9,8.75,5.6,N1,,,,,,,,,,
35009734,4.8,-1,-1,-1,5.75,7.75,7.5,6.5,7.4,N1,,,,,,,,,,
35009735,5,-1,-1,-1,5.25,7,8.75,7.75,5.2,N1,,,,,,,,,,
35009736,5.2,-1,-1,-1,4.25,7.25,8,7,4.6,N1,,,,,,,,,,
35009737,7.6,6.75,8.5,6.25,-1,-1,-1,8,4.6,N1,,,,,,,,,,
35009738,7.8,-1,-1,-1,7.75,8.25,8.25,7.25,4.2,N1,,,,,,,,,,
35009739,5.8,-1,-1,-1,6,7.25,9,7.25,4.8,N1,,,,,,,,,,
35009740,6.8,-1,-1,-1,5,7,8.75,8,5.4,N1,,,,,,,,,,
35009741,3.8,-1,-1,-1,5.5,7,9,7.25,4.4,N1,,,,,,,,,,
35009742,3.8,-1,-1,-1,6,6.5,8.25,7.25,3.4,N1,,,,,,,,,,
35009743,5,-1,-1,-1,7.5,6.25,8.25,8.25,2.4,N1,,,,,,,,,,
35009744,5.4,-1,-1,-1,6,7.5,8.25,6.5,3.2,N1,,,,,,,,,,
35009745,6.2,6,6.25,4,-1,-1,-1,7.5,4.4,N1,,,,,,,,,,
35009746,7.4,7.75,7.75,6.5,-1,-1,-1,8.75,5.6,N1,,,,,,,,,,
35009747,6.2,-1,-1,-1,6,7,7.25,8,5.8,N1,,,,,,,,,,
35009748,6,6.25,6.5,3.75,-1,-1,-1,5.75,3.6,N1,,,,,,,,,,
35009749,5.8,-1,-1,-1,6.75,7,8.75,7.5,4.2,N1,,,,,,,,,,
35009750,7,-1,-1,-1,6.5,8,8,8.25,5,N1,,,,,,,,,,
35009751,6.8,-1,-1,-1,8.5,7,8.75,7.5,3.8,N1,,,,,,,,,,
35009752,5.8,-1,-1,-1,9.75,9.5,9.5,8.75,5.6,N1,,,,,,,,,,
35009753,5.6,-1,-1,-1,6.75,6.5,6.75,5.75,4.4,N1,,,,,,,,,,
35009754,3.4,-1,-1,-1,5.75,5.75,6.5,7,5.6,N1,,,,,,,,,,
35009755,7.4,6.5,7,5.25,-1,-1,-1,8,5.2,N1,,,,,,,,,,
35009756,5.8,6.75,7.5,5.5,-1,-1,-1,4.5,3.6,N1,,,,,,,,,,
35009757,7.8,-1,-1,-1,9.75,8.25,8.5,6.5,4,N1,,,,,,,,,,
35009758,7.4,6.75,8.5,4.25,-1,-1,-1,6.5,3.4,N1,,,,,,,,,,
35009759,6.8,-1,-1,-1,6.5,7.75,6.25,5.5,1.6,N1,,,,,,,,,,
35009760,5.6,-1,-1,-1,7.75,9,8,7.75,6,N1,,,,,,,,,,
35009761,7.8,6.25,7,5,-1,-1,-1,7.5,5,N1,,,,,,,,,,
35009762,7.2,5.5,6.25,2.75,-1,-1,-1,7,5.2,N1,,,,,,,,,,
35009763,6.8,6.5,6.5,4.25,-1,-1,-1,6.75,4.4,N1,,,,,,,,,,
35009764,6,-1,-1,-1,7.75,6.25,7.25,6,3.2,N1,,,,,,,,,,
35009765,6.4,-1,-1,-1,6.75,7.25,8.25,6.5,4.2,N1,,,,,,,,,,
35009766,6.2,7,7.5,6,-1,-1,-1,5.5,4.8,N1,,,,,,,,,,
35009767,5,-1,-1,-1,7.5,8.75,9.25,7.5,5.6,N1,,,,,,,,,,
35009768,5.8,-1,-1,-1,6.25,6.5,6.5,6.5,4.2,N1,,,,,,,,,,
35009769,7.4,-1,-1,-1,7.25,9.25,9,7.75,5.4,N1,,,,,,,,,,
35009770,6.4,-1,-1,-1,6,6,8,6.25,3.8,N1,,,,,,,,,,
35009771,6.8,-1,-1,-1,6.5,6.25,7.75,5.75,3.6,N1,,,,,,,,,,
35009772,3.6,-1,-1,-1,7,7.25,8.75,5.5,4,N1,,,,,,,,,,
35009773,7,-1,-1,-1,7.5,7.25,9,7,5.6,N1,,,,,,,,,,
35009774,5.8,-1,-1,-1,7.5,7,8.75,6.8,5.6,N1,,,,,,,,,,
35009775,5.4,-1,-1,-1,7,5.5,8.75,7.5,5.2,N1,,,,,,,,,,
35009776,7.2,-1,-1,-1,8,8.5,9,5.25,4.8,N1,,,,,,,,,,
35009777,4,-1,-1,-1,4.75,8,8,7.25,4.8,N1,,,,,,,,,,
35009778,6,-1,-1,-1,6.75,7.5,8,3.25,5,N1,,,,,,,,,,
35009779,6.6,-1,-1,-1,9.75,8.5,8.75,7,3,N1,,,,,,,,,,
35009780,6.8,-1,-1,-1,5,6.75,7.5,6.25,3.2,N1,,,,,,,,,,
35009781,6.8,-1,-1,-1,5.5,5.75,7,7,4.6,N1,,,,,,,,,,
35009782,4.2,-1,-1,-1,9.75,9.25,8,7,5.8,N1,,,,,,,,,,
35009783,6.6,-1,-1,-1,6.75,6,8.75,7.25,5.2,N1,,,,,,,,,,
35009784,5,-1,-1,-1,7,7.25,8.25,6,4,N1,,,,,,,,,,
35009785,8.4,7.25,7,5.25,-1,-1,-1,6.5,4.2,N1,,,,,,,,,,
35009786,5,-1,-1,-1,7,7.75,9,8.25,3.6,N1,,,,,,,,,,
35009787,6,-1,-1,-1,6.25,6,8,7,6.2,N1,,,,,,,,,,
35009788,6,-1,-1,-1,3.25,6.75,6.75,6.5,4.8,N1,,,,,,,,,,
35009789,4.6,-1,-1,-1,8.25,6.75,8,7.75,5.4,N1,,,,,,,,,,
35009790,8.6,7,8,6.5,-1,-1,-1,7.25,5.2,N1,,,,,,,,,,
35009791,5.6,-1,-1,-1,5.5,7,6.5,6,2.2,N1,,,,,,,,,,
35009792,6.4,5.75,4.5,5,-1,-1,-1,6.75,4,N1,,,,,,,,,,
35009793,4,-1,-1,-1,6.25,6.25,7.25,7,3.6,N1,,,,,,,,,,
35009794,6.4,-1,-1,-1,7,7.5,7,4.5,3.6,N1,,,,,,,,,,
35009795,6.6,-1,-1,-1,7.75,9,9.25,6.5,5,N1,,,,,,,,,,
35009796,7.6,-1,-1,-1,9,8.5,9.25,8.5,4.2,N1,,,,,,,,,,
35009797,7.8,7.5,7.75,4.25,-1,-1,-1,8.5,5,N1,,,,,,,,,,
35009798,7.8,6.75,8,4.5,-1,-1,-1,7.5,3.6,N1,,,,,,,,,,
35009799,6.4,-1,-1,-1,5.25,7.75,8,4.5,4.4,N1,,,,,,,,,,
35009800,6.2,7,6.5,4.75,-1,-1,-1,7.75,4.8,N1,,,,,,,,,,
35009801,7.8,-1,-1,-1,8,7,9,8,3.8,N1,,,,,,,,,,
35009802,4.6,-1,-1,-1,5.75,7,7.75,7.75,5.6,N1,,,,,,,,,,
35009803,6.6,-1,-1,-1,5.5,5.5,8.75,7.5,6.6,N1,,,,,,,,,,
35009804,4.2,-1,-1,-1,6.25,6.5,7.75,7.5,5.6,N1,,,,,,,,,,
35009805,6.6,-1,-1,-1,4,6.25,8.25,6.5,3.8,N1,,,,,,,,,,
35009806,7,7,7.5,5,-1,-1,-1,7.5,4,N1,,,,,,,,,,
35009807,8,-1,-1,-1,6,6,8.25,6,2.8,N1,,,,,,,,,,
35009808,6.8,-1,-1,-1,5.25,5.75,7.75,5.75,3.8,N1,,,,,,,,,,
35009809,7.2,6.75,7.25,5.25,-1,-1,-1,6.25,2.8,N1,,,,,,,,,,
35009810,8.4,6.25,8,4,-1,-1,-1,7.25,5.8,N1,,,,,,,,,,
35009811,6.8,-1,-1,-1,7.75,7.75,8.5,9,4.4,N1,,,,,,,,,,
35009812,6.4,-1,-1,-1,7.5,6.25,8.75,7.5,3.6,N1,,,,,,,,,,
35009813,8.4,7.25,8,7.5,-1,-1,-1,7.75,4.6,N1,,,,,,,,,,
35009814,7.4,6.25,7.5,4.75,-1,-1,-1,6,6.4,N1,,,,,,,,,,
35009815,4.2,-1,-1,-1,5.5,7,7.25,4.5,3.8,N1,,,,,,,,,,
35009816,6,-1,-1,-1,6.25,6,8.25,7.75,7,N1,,,,,,,,,,
35009817,4.8,-1,-1,-1,4,7.25,6.25,6.25,3,N1,,,,,,,,,,
35009818,3.8,-1,-1,-1,6.25,7,8.25,5.5,3.8,N1,,,,,,,,,,
35009819,6.4,-1,-1,-1,8.75,8,9,7,3,N1,,,,,,,,,,
35009820,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35009821,3.8,-1,-1,-1,5.25,6.5,7.5,6.25,2.8,N1,,,,,,,,,,
35009822,4.6,-1,-1,-1,5.5,5.5,7.25,7,4.8,N1,,,,,,,,,,
35009823,6.8,4.25,4.25,4.5,-1,-1,-1,5.5,4.6,N1,,,,,,,,,,
35009824,5.4,-1,-1,-1,5.5,5.25,8,6.25,4.8,N1,,,,,,,,,,
35009825,7,-1,-1,-1,7.5,7.25,9,7.75,4,N1,,,,,,,,,,
35009826,5.4,-1,-1,-1,3.25,5.25,6.75,6.25,2.4,N1,,,,,,,,,,
35009827,6.4,-1,-1,-1,7.5,7.5,9,7.5,6.6,N1,,,,,,,,,,
35009828,4.8,-1,-1,-1,6.75,6.75,8.25,7,4.8,N1,,,,,,,,,,
35009829,6.2,6,6.75,5.25,-1,-1,-1,8.25,3.2,N1,,,,,,,,,,
35009830,6.6,-1,-1,-1,8.5,9,9,9,3.6,N1,,,,,,,,,,
35009831,7.2,-1,-1,-1,6.25,5,4.75,6,3.2,N1,,,,,,,,,,
35009832,6.6,-1,-1,-1,5.75,7.75,6.75,5.5,4.2,N1,,,,,,,,,,
35009833,5.4,-1,-1,-1,5,6.5,6.75,6,3.8,N1,,,,,,,,,,
35009834,5,-1,-1,-1,5,6,6.5,6,4.6,N1,,,,,,,,,,
35009835,5.2,-1,-1,-1,6.25,7.25,8.75,7.25,4.2,N1,,,,,,,,,,
35009836,6.2,-1,-1,-1,7.25,6,8.5,5.25,3,N1,,,,,,,,,,
35009837,7.4,-1,-1,-1,6.75,7.25,8.75,7.25,3.4,N1,,,,,,,,,,
35009838,5.6,-1,-1,-1,7.75,8.75,9,7.25,5.2,N1,,,,,,,,,,
35009839,5.4,-1,-1,-1,5,7.5,5.25,6,5.6,N1,,,,,,,,,,
35009840,5.8,-1,-1,-1,6,7.75,8,6.75,3.4,N1,,,,,,,,,,
35009841,6.8,-1,-1,-1,8,7,8.5,7.75,5,N1,,,,,,,,,,
35009842,7.2,-1,-1,-1,6.25,5.5,6.5,7.33,5.6,N1,,,,,,,,,,
35009843,7.6,-1,-1,-1,9.5,9.25,9,8.25,6.8,N1,,,,,,,,,,
35009844,5.6,-1,-1,-1,7.75,7.75,8.75,6.5,2.8,N1,,,,,,,,,,
35009845,5.4,-1,-1,-1,9,7.25,9,6.5,3.8,N1,,,,,,,,,,
35009846,7.4,-1,-1,-1,8.75,8.5,8,7,4.2,N1,,,,,,,,,,
35009847,6.2,-1,-1,-1,8.5,8.75,8.25,8,5,N1,,,,,,,,,,
35009848,6.2,-1,-1,-1,4.25,6.5,8.25,6.5,5.2,N1,,,,,,,,,,
35009849,5.6,-1,-1,-1,3.5,6,7.25,6.5,5,N1,,,,,,,,,,
35009850,6.4,-1,-1,-1,7.5,8.75,9,8.25,5.8,N1,,,,,,,,,,
35009851,5,-1,-1,-1,4.75,5.25,7.25,6.25,4.2,N1,,,,,,,,,,
35009852,7.2,-1,-1,-1,8,7.5,8,8.75,6.2,N1,,,,,,,,,,
35009853,7.2,6.25,7.75,4,-1,-1,-1,6.25,3.4,N1,,,,,,,,,,
35009854,5.8,-1,-1,-1,7,6.25,8.5,6.25,5,N1,,,,,,,,,,
35009855,5.2,-1,-1,-1,6,7.75,6.75,7.5,4.2,N1,,,,,,,,,,
35009856,6,-1,-1,-1,5.75,6.75,8.5,5.5,4.4,N1,,,,,,,,,,
35009857,4.4,-1,-1,-1,6.5,8,8.5,5.5,3.4,N1,,,,,,,,,,
35009858,7.2,5,6.75,4.25,-1,-1,-1,6.25,3.6,N1,,,,,,,,,,
35009859,7.2,-1,-1,-1,8.5,6.5,8,7,4.6,N1,,,,,,,,,,
35009860,6.2,-1,-1,-1,8.5,6.75,8.5,6,4.8,N1,,,,,,,,,,
35009861,6.6,-1,-1,-1,7.25,7.5,8.5,6,6,N1,,,,,,,,,,
35009862,6.8,-1,-1,-1,6.75,6.75,8.5,6,5,N1,,,,,,,,,,
35009863,3.6,-1,-1,-1,8.75,7.75,7.5,8.25,2.8,N1,,,,,,,,,,
35009864,7.6,-1,-1,-1,7.75,7.25,8,9.25,4.2,N1,,,,,,,,,,
35009865,6.2,-1,-1,-1,7.5,7.5,8,9,3.8,N1,,,,,,,,,,
35009866,7.8,-1,-1,-1,7.25,7.25,8.25,8.75,5.4,N1,,,,,,,,,,
35009867,7.4,5.75,6,5,-1,-1,-1,8.5,5.4,N1,,,,,,,,,,
35009868,8.2,-1,-1,-1,8.75,6,8.5,8.75,6.6,N1,,,,,,,,,,
35009869,8,5.25,6.5,4.5,-1,-1,-1,6,4.2,N1,,,,,,,,,,
35009870,7.4,7.5,8,3.5,-1,-1,-1,6,3.4,N1,,,,,,,,,,
35009871,5.4,-1,-1,-1,8,6.5,9.25,7,4.8,N1,,,,,,,,,,
35009872,6.2,-1,-1,-1,9,7,8,7.5,5.8,N1,,,,,,,,,,
35009873,8,-1,-1,-1,8.25,7.25,9.5,8.75,5.8,N1,,,,,,,,,,
35009874,7.2,4.5,5,3.25,-1,-1,-1,8.5,4.4,N1,,,,,,,,,,
35009875,5.4,-1,-1,-1,7.5,6.5,7.5,6.5,3.4,N1,,,,,,,,,,
35009876,8.2,-1,-1,-1,8.75,8.5,8.75,7.75,6.6,N1,,,,,,,,,,
35009877,5.4,-1,-1,-1,6,6,8.25,7.5,2.8,N1,,,,,,,,,,
35009878,5.2,-1,-1,-1,3,7.75,7.75,5.5,4,N1,,,,,,,,,,
35009879,7.2,4.5,5.5,3.75,-1,-1,-1,6.75,3.8,N1,,,,,,,,,,
35009880,6,-1,-1,-1,9,7.5,8.5,5.5,4,N1,,,,,,,,,,
35009881,4.8,4.75,4.5,2.75,-1,-1,-1,6.25,2.8,N1,,,,,,,,,,
35009882,6,5.25,6.25,5,-1,-1,-1,6.5,2.6,N1,,,,,,,,,,
